record num,title,author_list,date
779,Assessment of age-related changes in inhibition and binding using eye movement monitoring.,"Jennifer D Ryan,Grace Leung,Nicholas B Turk-Browne,Lynn Hasher",
780,"Frontotemporal dementia: recommendations for therapeutic studies, designs, and approaches.",Morris Freedman,
781,Eyes always attract attention but gaze orienting is task-dependent: evidence from eye movement monitoring.,"Roxane J Itier,Christina Villate,Jennifer D Ryan",2006
782,The effect of age on memory for emotional faces.,"Cheryl L Grady,Donaya Hongwanishkul,Michelle Keightley,Wendy Lee,Lynn Hasher",
783,Changes in auditory cortex parallel rapid perceptual learning.,"Claude Alain,Joel S Snyder,Yu He,Karen S Reinke",2006
784,Physiological detection of interaural phase differences.,"Bernhard Ross,Kelly L Tremblay,Terence W Picton",
785,Domain-general contributions to social reasoning: theory of mind and deontic reasoning re-explored.,"Margaret C McKinnon,Morris Moscovitch",2006
786,Associative (prosop)agnosia without (apparent) perceptual deficits: a case-study.,"David Anaki,Yakir Kaufman,Morris Freedman,Morris Moscovitch",2007
787,Acute effects of alcohol on neural correlates of episodic memory encoding.,"Hedvig Söderlund,Cheryl L Grady,Craig Easdon,Endel Tulving",2006
788,Electrophysiological evaluation of human brain development.,"Terence W Picton,Margot J Taylor",
789,Cognitive rehabilitation in the elderly: overview and future directions.,"Gordon Winocur,Fergus I M Craik,Brian Levine,Ian H Robertson,Malcolm A Binns,Michael Alexander,Sandra Black,Deirdre Dawson,Heather Palmer,Tara McHugh,Donald T Stuss",
790,Cognitive rehabilitation in the elderly: effects on strategic behavior in relation to goal management.,"Brian Levine,Donald T Stuss,Gordon Winocur,Malcolm A Binns,Louise Fahy,Marina Mandic,Kristen Bridges,Ian H Robertson",
791,Cognitive rehabilitation in the elderly: a randomized trial to evaluate a new protocol.,"Donald T Stuss,Ian H Robertson,Fergus I M Craik,Brian Levine,Michael P Alexander,Sandra Black,Deirdre Dawson,Malcolm A Binns,Heather Palmer,Maureen Downey-Lamb,Gordon Winocur",
792,Word-list-learning performance in younger and older adults: intra-individual performance variability and false memory.,"Kelly J Murphy,Robert West,Maria L Armilio,Fergus I M Craik,Donald T Stuss",
793,Enhanced anterior-temporal processing for complex tones in musicians.,"Antoine J Shahin,Larry E Roberts,Christo Pantev,Maroquine Aziz,Terence W Picton",2006
794,The interplay of stimulus modality and response latency in neural network organization for simple working memory tasks.,"Andrea B Protzner,Anthony R McIntosh",
795,"Spatio-temporal brain dynamics underlying saccade execution, suppression, and error-related feedback.","Anthony T Herdman,Jennifer D Ryan",
796,Sequential auditory scene analysis is preserved in normal aging adults.,"Joel S Snyder,Claude Alain",2006
797,Ageing and autobiographical memory for emotional and neutral events.,"Peggy L St Jacques,Brian Levine",
798,Temporal integration in face perception: evidence of configural processing of temporally separated face parts.,"David Anaki,Jennifer Boyd,Morris Moscovitch",
799,Age-related differences in neuromagnetic brain activity underlying concurrent sound perception.,"Claude Alain,Kelly L McDonald",
800,Linking associative and serial list memory: Pairs versus triples.,"Jeremy B Caplan,Mackenzie G Glaholt,Anthony R McIntosh",
801,Inhibitory control is slowed in patients with right superior medial frontal damage.,"Darlene Floden,Donald T Stuss",
802,Potential cognitive enhancing and disease modification effects of SSRIs for Alzheimer's disease.,"Tiffany W Chow,Bruce G Pollock,Norton W Milgram",
803,Environmental complexity affects contextual fear conditioning following hippocampal lesions in rats.,"Sandra N Moses,Gordon Winocur,Jennifer D Ryan,Morris Moscovitch",
804,Comparison of manual and semi-automated delineation of regions of interest for radioligand PET imaging analysis.,"Tiffany W Chow,Shinichiro Takeshita,Kie Honjo,Christina E Pataky,Peggy L St Jacques,Maggie L Kusano,Curtis B Caldwell,Joel Ramirez,Sandra Black,Nicolaas P L G Verhoeff",2007
805,Cognitive rehabilitation in the elderly: an evaluation of psychosocial factors.,"Gordon Winocur,Heather Palmer,Deirdre Dawson,Malcolm A Binns,Kristen Bridges,Donald T Stuss",
806,Cognitive rehabilitation in the elderly: effects on memory.,"Fergus I M Craik,Gordon Winocur,Heather Palmer,Malcolm A Binns,Melissa Edwards,Kristen Bridges,Peter Glazer,Rayonne Chavannes,Donald T Stuss",
807,Rhythmic brain activities related to singing in humans.,"Atsuko Gunji,Ryouhei Ishii,Wilkin Chau,Ryusuke Kakigi,Christo Pantev",2006
808,One year of musical training affects development of auditory cortical-evoked fields in young children.,"Takako Fujioka,Bernhard Ross,Ryusuke Kakigi,Christo Pantev,Laurel J Trainor",2006
809,Testing effective connectivity changes with structural equation modeling: what does a bad model tell us?,"Andrea B Protzner,Anthony R McIntosh",
810,In vivo characterization of traumatic brain injury neuropathology with structural and functional neuroimaging.,"Brian Levine,Esther Fujiwara,Charlene O'Connor,Nadine Richard,Natasa Kovacevic,Marina Mandic,Adriana Restagno,Craig Easdon,Ian H Robertson,Simon J Graham,Gordon Cheung,Fuqiang Gao,Michael L Schwartz,Sandra E Black",
811,Inversion and contrast-reversal effects on face processing assessed by MEG.,"Roxane J Itier,Anthony T Herdman,Nathalie George,Douglas Cheyne,Margot J Taylor",2006
812,Exploring the recognition memory deficit in Parkinson's disease: estimates of recollection versus familiarity.,"Patrick S R Davidson,David Anaki,Jean A Saint-Cyr,Tiffany W Chow,Morris Moscovitch",2006
813,Planning and task management in older adults: cooking breakfast.,"Fergus I M Craik,Ellen Bialystok",
814,Human auditory steady-state responses to changes in interaural correlation.,"Hilmi R Dajani,Terence W Picton",2006
815,Modulation of distraction in ageing.,"Jennifer D Ryan,Jiye Shen,Eyal M Reingold",
816,Simultaneous latency estimations for distortion product otoacoustic emissions and envelope following responses.,"David W Purcell,Patricia Van Roon,M Sasha John,Terence W Picton",
817,Correlates of eye blinking as determined by synthetic aperture magnetometry.,"T Bardouille,T W Picton,B Ross",2006
818,Mechanisms of spontaneous confabulations: a strategic retrieval account.,"Asaf Gilboa,Claude Alain,Donald T Stuss,Brenda Melo,Sarah Miller,Morris Moscovitch",2006
819,Neuropsychological profile of acute alcohol intoxication during ascending and descending blood alcohol concentrations.,"Tom A Schweizer,Muriel Vogel-Sprott,James Danckert,Eric A Roy,Amanda Skakum,Carole E Broderick",
820,"Frontal lobes and attention: processes and networks, fractionation and integration.",Donald T Stuss,
821,Frontal lobe contributions to recognition and recall: linking basic research with clinical evaluation and remediation.,"Patrick S R Davidson,Angela K Troyer,Morris Moscovitch",
822,The influence of visual and nonvisual attributes in visual object identification.,"Tom A Schweizer,Mike J Dixon",
823,Paroxetine: population pharmacokinetic analysis in late-life depression using sparse concentration sampling.,"Yan Feng,Bruce G Pollock,Robert E Ferrell,Mark A Kimak,Charles F Reynolds,Robert R Bies",
824,Exploring predictive and reproducible modeling with the single-subject FIAC dataset.,"Xu Chen,Francisco Pereira,Wayne Lee,Stephen Strother,Tom Mitchell",
825,Cortical oscillations related to processing congruent and incongruent grapheme-phoneme pairs.,"Anthony T Herdman,Takako Fujioka,Wilkin Chau,Bernhard Ross,Christo Pantev,Terence W Picton",2006
826,Age-related changes in brain activity across the adult lifespan.,"Cheryl L Grady,Mellanie V Springer,Donaya Hongwanishkul,Anthony R McIntosh,Gordon Winocur",
827,The functional neuroanatomy of classic delayed response tasks in humans and the limitations of cross-method convergence in prefrontal function.,"G R Turner,B Levine",2005
828,Brain-behavior relations across the lifespan: a commentary.,Fergus I M Craik,2006
829,MMSE scores decline at a greater rate in frontotemporal degeneration than in AD.,"Tiffany W Chow,Linda S Hynan,Anne M Lipton",2006
830,Autobiographical memory in semantic dementia: implication for theories of limbic-neocortical interaction in remote memory.,"Margaret C McKinnon,Sandra E Black,Bruce Miller,Morris Moscovitch,Brian Levine",
831,Envelope following responses to natural vowels.,"Steven J Aiken,Terence W Picton",2006
832,Cerebral changes on MRI and cognitive function: the CASCADE study.,"Hedvig Söderlund,Lars-Göran Nilsson,Klaus Berger,Monique M Breteler,Carole Dufouil,Rebecca Fuhrer,Simona Giampaoli,Albert Hofman,Andrzej Pajak,Maria de Ridder,Susana Sans,Reinhold Schmidt,Lenore J Launer",
833,Keeping time: effects of focal frontal lesions.,"Terence W Picton,Donald T Stuss,Tim Shallice,Michael P Alexander,Susan Gillingham",2005
834,Diffusion tensor imaging for the evaluation of white matter pathology in traumatic brain injury.,"D J Tisserand,G Stanisz,N Lobaugh,E Gibson,T Li,S E Black,B Levine",
835,Evaluating fMRI preprocessing pipelines.,Stephen C Strother,
836,Cognition through the lifespan: mechanisms of change.,"Fergus I M Craik,Ellen Bialystok",2006
837,Alcohol consumption impairs stimulus- and error-related processing during a Go/No-Go Task.,"Craig Easdon,Aaron Izenberg,Maria L Armilio,He Yu,Claude Alain",2005
838,Studies of the effects of high fat diets on cognitive function in a rat model.,"Gordon Winocur,Carol E Greenwood",2005
839,Right hemispheric laterality of human 40 Hz auditory steady-state responses.,"B Ross,A T Herdman,C Pantev",2005
840,Parallel networks operating across attentional deployment and motion processing: a multi-seed partial least squares fMRI study.,"Jeremy B Caplan,Tracy L Luks,Gregory V Simpson,Mackenzie Glaholt,Anthony R McIntosh",2005
841,The functional neuroanatomy of autobiographical memory: a meta-analysis.,"Eva Svoboda,Margaret C McKinnon,Brian Levine",2006
842,An investigation of learning strategy supporting transitive inference performance in humans compared to other species.,"Sandra N Moses,Christina Villate,Jennifer D Ryan",2006
843,A comparison and evaluation of the predictions of relational and conjunctive accounts of hippocampal function.,"Sandra N Moses,Jennifer D Ryan",
844,"Face, eye and object early processing: what is the face specificity?","Roxane J Itier,Marianne Latinus,Margot J Taylor",2005
845,Stimulus induced desynchronization of human auditory 40-Hz steady-state responses.,"B Ross,A T Herdman,C Pantev",2005
846,Age-related reorganization of encoding networks directly influences subsequent recognition memory.,"Danielle J Tisserand,Anthony R McIntosh,Freddy M van der Veen,Walter H Backes,Jelle Jolles",
847,Long term symptoms and limitations of activity of people with traumatic brain injury: a ten-year follow-up.,"C O'Connor,A Colantonio,H Polatajko",
848,Age-related changes in neural activity associated with concurrent vowel segregation.,"Joel S Snyder,Claude Alain",2005
849,Treatment approaches to symptoms associated with frontotemporal degeneration.,Tiffany W Chow,
850,Memory encoding and retrieval on the ascending and descending limbs of the blood alcohol concentration curve.,"Hedvig Söderlund,Elizabeth S Parker,Barbara L Schwartz,Endel Tulving",2005
851,Contribution of harmonicity and location to auditory object formation in free field: evidence from event-related brain potentials.,"Kelly L McDonald,Claude Alain",
852,"Differential contributions of hippocampus, amygdala and perirhinal cortex to recognition of novel objects, contextual stimuli and stimulus relationships.","Sandra N Moses,Carrie Cole,Ira Driscoll,Jennifer D Ryan",
853,Left thalamo-cortical network implicated in successful speech separation and identification.,"Claude Alain,Karen Reinke,Kelly L McDonald,Wilkin Chau,Fred Tam,Anda Pacurar,Simon Graham",2005
854,"Relational memory for object identity and spatial location in rats with lesions of perirhinal cortex, amygdala and hippocampus.","Sandra N Moses,Carrie Cole,Jennifer D Ryan",2005
855,"Functional neuroanatomy of remote episodic, semantic and spatial memory: a unified account based on multiple trace theory.","Morris Moscovitch,R Shayna Rosenbaum,Asaf Gilboa,Donna Rose Addis,Robyn Westmacott,Cheryl Grady,Mary Pat McAndrews,Brian Levine,Sandra Black,Gordon Winocur,Lynn Nadel",
856,The Talairach coordinate of a point in the MNI space: how to interpret it.,"Wilkin Chau,Anthony R McIntosh",
857,EEG spectral dynamics during discrimination of auditory and visual targets.,"Ali Mazaheri,Terence W Picton",2005
858,"Gambling task performance in traumatic brain injury: relationships to injury severity, atrophy, lesion location, and cognitive and psychosocial outcome.","Brian Levine,Sandra E Black,Gordon Cheung,Ann Campbell,Colleen O'Toole,Michael L Schwartz",
859,Preserved spatial memory after hippocampal lesions: effects of extensive experience in a complex environment.,"Gordon Winocur,Morris Moscovitch,Stuart Fogel,R Shayna Rosenbaum,Melanie Sekeres",2005
860,Hearing two things at once: neurophysiological indices of speech segregation and identification.,"Claude Alain,Karen Reinke,Yu He,Chenghua Wang,Nancy Lobaugh",
861,I've heard it all before: perceptual invariance represented by early cortical auditory-evoked responses.,"Benjamin J Dyson,Claude Alain,Yu He",2005
862,Intelligence and executive control: evidence from aging and bilingualism.,"Fergus Craik,Ellen Bialystok",
863,The case of K.C.: contributions of a memory-impaired person to memory theory.,"R Shayna Rosenbaum,Stefan Köhler,Daniel L Schacter,Morris Moscovitch,Robyn Westmacott,Sandra E Black,Fuqiang Gao,Endel Tulving",2005
864,Multiple frontal systems controlling response speed.,"Donald T Stuss,Michael P Alexander,Tim Shallice,Terence W Picton,Malcolm A Binns,Ronald Macdonald,Agnes Borowiec,Douglas I Katz",
865,Estimating audiometric thresholds using auditory steady-state responses.,"Terence W Picton,Andrew Dimitrijevic,Maria-Cecilia Perez-Abalo,Patricia Van Roon",
866,The relation between brain activity during memory tasks and years of education in young and older adults.,"Mellanie V Springer,Anthony R McIntosh,Gordon Winocur,Cheryl L Grady",
867,Deep brain stimulation for treatment-resistant depression.,"Helen S Mayberg,Andres M Lozano,Valerie Voon,Heather E McNeely,David Seminowicz,Clement Hamani,Jason M Schwalb,Sidney H Kennedy",
868,Stimulus processing constraints in audition.,"Benjamin J Dyson,Philip T Quinlan",
869,Auditory cortex responses to the transition from monophonic to pseudo-stereo sound.,"B Ross,At T Herdman,A Wollbrink,C Pantev",2004
870,Stimulus induced reset of 40-Hz auditory steady-state responses.,"B Ross,A T Herdman,C Pantev",2004
871,Improving permutation test power for group analysis of spatially filtered MEG data.,"Wilkin Chau,Anthony R McIntosh,Stephen E Robinson,Matthias Schulz,Christo Pantev",
872,Remembering our past: functional neuroanatomy of recollection of recent and very remote personal events.,"Asaf Gilboa,Gordon Winocur,Cheryl L Grady,Stephanie J Hevenor,Morris Moscovitch",2004
873,Task-related activity in prefrontal cortex and its relation to recognition memory performance in young and old adults.,"Cheryl L Grady,Anthony R McIntosh,Fergus I M Craik",2005
874,Retrieval of autobiographical memory in Alzheimer's disease: relation to volumes of medial temporal lobe and other structures.,"Asaf Gilboa,Joel Ramirez,Stefan Köhler,Robyn Westmacott,Sandra E Black,Morris Moscovitch",
875,Referral patterns for syndromes associated with frontotemporal lobar degeneration.,"Tiffany W Chow,John R Hodges,Kate E Dawson,Bruce L Miller,Virginia Smith,Mario F Mendez,Anne M Lipton,National Alzheimer's Coordinating Center",
876,Spatiotemporal analysis of event-related fMRI data using partial least squares.,"A R McIntosh,W K Chau,A B Protzner",
877,Human temporal auditory acuity as assessed by envelope following responses.,"David W Purcell,Sasha M John,Bruce A Schneider,Terence W Picton",
878,Recording auditory steady-state responses in young infants.,"M Sasha John,David K Brown,Patricia J Muir,Terence W Picton",
879,Avoiding electromagnetic artifacts when recording auditory steady-state responses.,"Terence W Picton,M Sasha John",
880,A voxel-based morphometric study to determine individual differences in gray matter density associated with age and cognitive change over time.,"Danielle J Tisserand,Martin P J van Boxtel,Jens C Pruessner,Paul Hofman,Alan C Evans,Jelle Jolles",2004
881,Detection of power changes between conditions using split-half resampling of synthetic aperture magnetometry data.,"W Chau,A T Herdman,T W Picton",2004
882,The effect of attention on the auditory steady-state response.,"B Ross,T W Picton,A T Herdman,C Pantev",2004
883,The functional neuroanatomy of episodic and semantic autobiographical remembering: a prospective functional MRI study.,"Brian Levine,Gary R Turner,Danielle Tisserand,Stephanie J Hevenor,Simon J Graham,Anthony R McIntosh",
884,N1m recovery from decline after exposure to noise with strong spectral contrasts.,"H Okamoto,B Ross,R Kakigi,T Kubo,Christo Pantev",
885,The nature of change detection and online representations of scenes.,"Jennifer D Ryan,Neal J Cohen",
886,Contribution of frontal and temporal lobe function to memory interference from divided attention at retrieval.,"Myra A Fernandes,Patrick S R Davidson,Elizabeth L Glisky,Morris Moscovitch",
887,Atypical antipsychotic drugs in the treatment of behavioural and psychological symptoms of dementia: systematic review.,"Philip E Lee,Sudeep S Gill,Morris Freedman,Susan E Bronskill,Michael P Hillmer,Paula A Rochon",2004
888,Effects of repetition and configural changes on the development of face recognition processes.,"Roxane J Itier,Margot J Taylor",
889,"Autobiographical memory and the self in time: brain lesion effects, functional neuroanatomy, and lifespan development.",Brian Levine,
890,Distributed self in episodic memory: neural correlates of successful retrieval of self-encoded positive and negative personality traits.,"Philippe Fossati,Stephanie J Hevenor,Martin Lepage,Simon J Graham,Cheryl Grady,Michelle L Keightley,Fergus Craik,Helen Mayberg",
891,Semiautomatic brain region extraction: a method of parcellating brain regions from structural magnetic resonance images.,"L A Dade,F Q Gao,N Kovacevic,P Roy,C Rockel,C M O'Toole,N J Lobaugh,A Feinstein,B Levine,S E Black",
892,Assessing the auditory dual-pathway model in humans.,"Stephen R Arnott,Malcolm A Binns,Cheryl L Grady,Claude Alain",
893,Musical training enhances automatic encoding of melodic contour and interval structure.,"Takako Fujioka,Laurel J Trainor,Bernhard Ross,Ryusuke Kakigi,Christo Pantev",
894,"Spatiotemporal analysis of event-related potentials to upright, inverted, and contrast-reversed faces: effects on encoding and recognition.","Roxane J Itier,Margot J Taylor,Nancy J Lobaugh",
895,"Effects of repetition learning on upright, inverted and contrast-reversed face processing using ERPs.","Roxane J Itier,Margot J Taylor",
896,Source analysis of the N170 to faces and objects.,"Roxane J Itier,Margot J Taylor",
897,The frontal lobes and theory of mind: developmental concepts from adult focal lesion research.,"Donald T Stuss,Vicki Anderson",
898,Aging: a switch from automatic to controlled processing of sounds?,"Claude Alain,Kelly L McDonald,Jodi M Ostroff,Bruce Schneider",
899,A spatiotemporal approach to cortical mapping using synthetic aperture magnetometry.,"T Bardouille,A T Herdman,W Chau,C Pantev",
900,Multi-modality imaging data analysis with partial least squares.,"W Chau,R Habib,A R McIntosh",
901,Limbic-frontal circuitry in major depression: a path modeling metanalysis.,"D A Seminowicz,H S Mayberg,A R McIntosh,K Goldapple,S Kennedy,Z Segal,S Rafi-Tari",
902,Effects of a carbohydrate supplement upon resting brain activity.,"Chenghua Wang,Joanne S Szabo,Roscoe A Dykman",
903,Face inversion and contrast-reversal effects across development: in contrast to the expertise theory.,"Roxane J Itier,Margot J Taylor",
904,[Episodic memory: from mind to brain].,E Tulving,
905,"Face recognition memory and configural processing: a developmental ERP study using upright, inverted, and contrast-reversed faces.","Roxane J Itier,Margot J Taylor",
906,Partial least squares analysis of neuroimaging data: applications and advances.,"Anthony Randal McIntosh,Nancy J Lobaugh",
907,"Visual imagery deficits, impaired strategic retrieval, or memory loss: disentangling the nature of an amnesic person's autobiographical memory deficit.","R Shayna Rosenbaum,Margaret C McKinnon,Brian Levine,Morris Moscovitch",
908,Autobiographical and episodic memory--one and the same? Evidence from prefrontal activation in neuroimaging studies.,Asaf Gilboa,
909,The impact of change in stimulus format on the electrophysiological indices of recognition.,"Astrid M Schloerscheidt,Michael D Rugg",
910,Modulation of cortical-limbic pathways in major depression: treatment-specific effects of cognitive behavior therapy.,"Kimberly Goldapple,Zindel Segal,Carol Garson,Mark Lau,Peter Bieling,Sidney Kennedy,Helen Mayberg",
911,fMRI studies of remote spatial memory in an amnesic person.,"R S Rosenbaum,G Winocur,M Ziegler,S J Hevenor,C L Grady,M Moscovitch",
912,The generator of MEG sleep spindle.,"R Ishii,R Dziewas,W Chau,P Soros,H Okamoto,A Gunji,C Pantev",
913,Localization of transient and steady-state auditory evoked responses using synthetic aperture magnetometry.,"A T Herdman,A Wollbrink,W Chau,R Ishii,C Pantev",
914,Neural activity associated with response inhibition following traumatic brain injury: an event-related fMRI investigation.,"C Easdon,B Levine,C O'Connor,D Tisserand,S Hevenor",
915,An fMRI of sustained attention with endogenous and exogenous engagement.,"C O'Connor,T Manly,I H Robertson,S J Hevenor,B Levine",
916,Auditory steady-state responses and word recognition scores in normal-hearing and hearing-impaired adults.,"Andrew Dimitrijevic,M Sasha John,Terence W Picton",
917,N170 or N1? Spatiotemporal differences between object and face processing using ERPs.,"Roxane J Itier,Margot J Taylor",
918,Music and learning-induced cortical plasticity.,"Christo Pantev,Bernhard Ross,Takkao Fujioka,Laurel J Trainor,Michael Schulte,Matthias Schulz",
919,Human auditory steady-state responses: the effects of recording technique and state of arousal.,"Terence W Picton,M Sasha John,David W Purcell,Gilles Plourde",
920,Staying on the job: the frontal lobes control individual performance variability.,"Donald T Stuss,Kelly J Murphy,Malcolm A Binns,Michael P Alexander",2003
921,Contexts and catalysts: a resolution of the localization and integration of function in the brain.,Anthony Randal McIntosh,
922,Representation of concurrent acoustic objects in primary auditory cortex.,"Benjamin J Dyson,Claude Alain",
923,Personality influences limbic-cortical interactions during sad mood induction.,"Michelle L Keightley,David A Seminowicz,R Michael Bagby,Paul T Costa,Philippe Fossati,Helen S Mayberg",
924,Deep brain stimulation for Parkinson's disease dissociates mood and motor circuits: a functional MRI case study.,"Taresa Stefurak,David Mikulis,Helen Mayberg,Anthony E Lang,Stephanie Hevenor,Peter Pahapill,Jean Saint-Cyr,Andres Lozano",
925,Positron emission tomography imaging in depression: a neural systems perspective.,Helen S Mayberg,
926,Neurophysiological evidence for disturbances of conflict processing in patients with schizophrenia.,"Heather E McNeely,Robert West,Bruce K Christensen,Claude Alain",
927,The effects of divided attention at encoding on item and associative memory.,"Moshe Naveh-Benjamin,Jonathan Guez,Michal Marom",
928,Determination of activation areas in the human auditory cortex by means of synthetic aperture magnetometry.,"Anthony T Herdman,Andreas Wollbrink,Wilkin Chau,Ryouhei Ishii,Bernhard Ross,Christo Pantev",
929,Perceptual learning modulates sensory evoked response during vowel segregation.,"Karen S Reinke,Yu He,Chenghua Wang,Claude Alain",
930,Efficient stimuli for evoking auditory steady-state responses.,"M S John,A Dimitrijevic,T W Picton",
931,Functional connectivity of the medial temporal lobe relates to learning and awareness.,"Anthony Randal McIntosh,M Natasha Rajah,Nancy J Lobaugh",
932,Neuroscience. When is a word not a word?,"Anthony R McIntosh,Nancy J Lobaugh",
933,Aging and the processing of sound duration in human auditory cortex.,"Jodi M Ostroff,Kelly L McDonald,Bruce A Schneider,Claude Alain",
934,Evaluating the neuropsychological dissociation evidence for multiple memory systems.,"Jennifer D Ryan,Neal J Cohen",
935,On the involvement of prefrontal networks in cognitive ageing.,"Danielle J Tisserand,J Jolles",
936,Neuroimaging evidence for cortical involvement in the preparation and in the act of swallowing.,"R Dziewas,P Sörös,R Ishii,W Chau,H Henningsen,E B Ringelstein,S Knecht,C Pantev",
937,Magnetoencephalographic study of the cortical activity elicited by human voice.,"Atsuko Gunji,Sachiko Koyama,Ryouhei Ishii,Daniel Levy,Hidehiko Okamoto,Ryusuke Kakigi,Christo Pantev",
938,Tonotopic representation of missing fundamental complex sounds in the human auditory cortex.,"Takako Fujioka,Bernhard Ross,Hidehiko Okamoto,Yasuyuki Takeshima,Ryusuke Kakigi,Christo Pantev",
939,Current source density distribution of sleep spindles in humans as found by synthetic aperture magnetometry.,"Ryouhei Ishii,Rainer Dziewas,Wilkin Chau,Peter Sörös,Hidehiko Okamoto,Atsuko Gunji,Christo Pantev",
940,Interference effects from divided attention during retrieval in younger and older adults.,"Myra A Fernandes,Morris Moscovitch",
941,Hemispheric asymmetries of memory: the HERA model revisited.,"Reza Habib,Lars Nyberg,Endel Tulving",
942,Human auditory steady-state responses.,"Terence W Picton,M Sasha John,Andrew Dimitrijevic,David Purcell",
943,California Verbal Learning Test: performance by patients with focal frontal and non-frontal lesions.,"M P Alexander,D T Stuss,N Fansabedian",
944,Concurrent measurement of distortion product otoacoustic emissions and auditory steady state evoked potentials.,"David W Purcell,M Sasha John,Terence W Picton",
945,Developmental changes in distinguishing concurrent auditory objects.,"Claude Alain,Eef L Theunissen,Hélène Chevalier,Magali Batty,Margot J Taylor",
946,Age-related differences in the functional connectivity of the hippocampus during memory encoding.,"Cheryl L Grady,Anthony R McIntosh,Fergus I M Craik",
947,Modulating dysfunctional limbic-cortical circuits in depression: towards development of brain-based algorithms for diagnosis and optimised treatment.,Helen S Mayberg,
948,Evidence for training-induced crossmodal reorganization of cortical functions in trumpet players.,"Matthias Schulz,Bernhard Ross,Christo Pantev",
949,"Decreased activity in inferotemporal cortex during explicit memory: dissociating priming, novelty detection, and recognition.","Jonas Persson,Reza Habib,Lars Nyberg",
950,Evidence from functional neuroimaging of a compensatory prefrontal network in Alzheimer's disease.,"Cheryl L Grady,Anthony R McIntosh,Sania Beig,Michelle L Keightley,Hana Burian,Sandra E Black",
951,An fMRI study investigating cognitive modulation of brain regions associated with emotional processing of visual stimuli.,"Michelle L Keightley,Gordon Winocur,Simon J Graham,Helen S Mayberg,Stephanie J Hevenor,Cheryl L Grady",
952,Memory encoding and hippocampally-based novelty/familiarity discrimination networks.,"Reza Habib,Anthony R McIntosh,Mark A Wheeler,Endel Tulving",
953,Aging and autobiographical memory: dissociating episodic from semantic retrieval.,"Brian Levine,Eva Svoboda,Janine F Hay,Gordon Winocur,Morris Moscovitch",
954,Stepping out of the spotlight: MMN attenuation as a function of distance from the attended location.,"Stephen R Arnott,Claude Alain",
955,"Levels of processing: past, present. and future?",Fergus I M Craik,
956,Age-related differences in face processing: a meta-analysis of three functional neuroimaging experiments.,Cheryl L Grady,
957,Effects of perceptual context on event-related brain potentials during auditory spatial attention.,"Stephen R Arnott,Claude Alain",
958,Visual feature conjunction in patients with schizophrenia: an event-related brain potential study.,"Claude Alain,Lori J Bernstein,Yu He,Filomeno Cortese,Robert B Zipursky",
959,MEG study of long-term cortical reorganization of sensorimotor areas with respect to using chopsticks.,"Ryouhei Ishii,Matthias Schulz,Jing Xiang,Masatoshi Takeda,Kazuhiro Shinosaki,Donald T Stuss,Christo Pantev",
960,Dissociations within the anterior attentional system: effects of task complexity and irrelevant information on reaction time speed and accuracy.,"Donald T Stuss,Malcolm A Binns,Kelly J Murphy,Michael P Alexander",
961,Factors modulating the effect of divided attention during retrieval of words.,"Myra A Fernandes,Morris Moscovitch",
962,An empirical comparison of SPM preprocessing parameters to the analysis of fMRI data.,"Valeria Della-Maggiore,Wilkin Chau,Pedro R Peres-Neto,Anthony R McIntosh",
963,Deficits in automatically detecting changes in conjunction of auditory features in patients with schizophrenia.,"Claude Alain,Lori J Bernstein,Filomeno Cortese,He Yu,Robert B Zipursky",
964,Acoustically and electrically evoked responses of the human cortex before and after cochlear implantation.,"C Pantev,B Ross,A Wollbrink,M Riebandt,K W Delank,E Seifert,A Lamprecht-Dinnesen",
965,Lapses of intention and performance variability reveal age-related increases in fluctuations of executive control.,"Robert West,Kelly J Murphy,Maria L Armilio,Fergus I M Craik,Donald T Stuss",
966,Functional reorganisation of memory after traumatic brain injury: a study with H(2)(15)0 positron emission tomography.,"B Levine,R Cabeza,A R McIntosh,S E Black,C L Grady,D T Stuss",
967,Neurophysiological evidence of error-monitoring deficits in patients with schizophrenia.,"Claude Alain,Heather E McNeely,Yu He,Bruce K Christensen,Robert West",
968,Studies of altered social cognition in neuropsychiatric disorders using functional neuroimaging.,"Cheryl L Grady,Michelle L Keightley",
969,Auditory steady-state responses to exponential modulation envelopes.,"M Sasha John,Andrew Dimitrijevic,Terence W Picton",
970,Advantages and caveats when recording steady-state responses to multiple simultaneous stimuli.,"M Sasha John,David W Purcell,Andrew Dimitrijevic,Terence W Picton",
971,Multiple auditory steady-state responses.,"Terence W Picton,Andrew Dimitrijevic,M Sasha John",
972,Estimating the audiogram using multiple auditory steady-state responses.,"Andrew Dimitrijevic,M Sasha John,Patricia Van Roon,David W Purcell,Julija Adamonis,Jodi Ostroff,Julian M Nedzelski,Terence W Picton",
973,Neural correlates of memory for object identity and object location: effects of aging.,"Alessandra Schiavetto,Stefan Köhler,Cheryl L Grady,Gordon Winocur,Morris Moscovitch",
974,"Dissociating habit and recollection: evidence from Parkinson's disease, amnesia and focal lesion patients.","Janine F Hay,Morris Moscovitch,Brian Levine",
975,Effects of time of day on age differences in working memory.,"Robert West,Kelly J Murphy,Maria L Armilio,Fergus I M Craik,Donald T Stuss",
976,The effects of encoding task on age-related differences in the functional neuroanatomy of face memory.,"Cheryl L Grady,Lori J Bernstein,Sania Beig,Amy L Siegenthaler",
